TIME;NO2MAG;NO2CHA;O3MAG;O3CHA;PM10MAG;PM10CHA;PRECMAG;PRECCHA;RADMAG;RADCHA;TEMPMAG;TEMPCHA;WINDDIRCHA;WINDDIRMAG;WINDSPECHA;WINDSPEMAG;PM2.5MAG;SO2MAG
01.01.2024 01:00;21.6;1.0;9.0;75.1;17,1;1,9;0;0;0;0;3,2;0,2;224;74;5;0,5;15.5;0
01.01.2024 02:00;17.4;0.8;9.2;75.5;14,4;1,9;0;0,1;0;0;1,8;0,3;232;354;4,6;0,7;13.2;0
01.01.2024 03:00;17.1;0.8;9.9;73.6;13,7;1,7;0;0,5;0;0;2,4;0,1;243;115;4,3;1,4;12.2;0
01.01.2024 04:00;15.9;0.8;7.7;73.0;12,5;0,9;0;0;0;0;1,1;0,2;242;113;4,8;0,9;11.4;0
01.01.2024 05:00;14.2;0.6;11.3;74.5;9,4;1,2;0;0,1;0;0;0,9;0;237;305;4,2;0,2;8.3;0
01.01.2024 06:00;12.3;0.7;14.6;74.0;7,1;1,8;0;0;0;0;0,7;0,1;247;47;3,3;0,2;6.2;0
01.01.2024 07:00;9.7;0.7;17.7;75.0;5,9;2,9;0;0;0;0;0,7;0,1;248;62;5;2,6;4.9;0
01.01.2024 08:00;8.6;0.5;26.5;75.9;3,1;3,1;0;0;0;0;1,3;0,2;248;104;5;1,1;2.4;0
01.01.2024 09:00;8.0;0.6;32.2;72.6;2,5;4,6;0;0;13,2;8,5;2;0,1;252;97;4,2;2,4;1.7;0
01.01.2024 10:00;6.2;0.5;39.1;74.1;2,1;3,3;0;0;49,7;80,5;2,9;0,2;261;71;2,2;2,3;1.2;0,1
01.01.2024 11:00;5.6;0.4;45.7;72.7;2;3,6;0;0;162;166,7;4,8;0,5;258;83;2,9;3,6;1.5;0
01.01.2024 12:00;5.3;0.6;51.4;71.2;1,7;4,7;0;0,4;212,3;179,3;6,6;0,8;259;59;1,2;2,3;1.1;0,1
01.01.2024 13:00;5.7;1.0;53.0;67.8;2,1;2,5;0;0,2;283,5;181,7;8;0,6;252;63;2,6;1,9;1.3;0,1
01.01.2024 14:00;5.5;0.8;56.2;68.8;2;1,5;0;0,2;306,8;212,2;9,2;1,3;244;104;2,7;2,9;1.4;0,1
01.01.2024 15:00;6.1;1.1;57.4;68.1;2;1,5;0;0;177,7;138,5;9,6;1,4;231;78;2,3;1,9;1.2;0,1
01.01.2024 16:00;10.6;1.5;49.3;67.3;3,1;1,8;0;0;69,3;80;8,6;1,2;261;93;2,2;1,3;1.8;0,1
01.01.2024 17:00;12.7;1.2;33.9;69.9;5,2;1,4;0;0;11,3;18,3;5,1;0,7;253;321;1,6;0,3;3.7;0,1
01.01.2024 18:00;14.7;1.0;25.0;73.2;6,6;3,4;0;0;0;0;2,7;0,6;213;193;2,4;0,6;5.0;0,1
01.01.2024 19:00;17.5;0.8;17.0;73.3;8,9;2,6;0;0;0;0;1,2;0,8;252;158;2;0,5;7.1;0,1
01.01.2024 20:00;25.0;0.9;9.9;70.3;14,1;2,7;0;0;0;0;1,1;0,6;282;169;1,9;0,5;12.1;0,1
01.01.2024 21:00;23.0;0.7;7.1;71.7;17,6;2;0;0;0;0;-0,2;0,6;255;254;2;0,3;15.4;0,1
01.01.2024 22:00;21.4;0.7;10.4;75.3;16,7;1,6;0;0;0;0;0,2;1;226;160;4,4;0,3;14.7;0,1
01.01.2024 23:00;22.4;0.6;10.8;74.8;17,6;1,8;0;0;0;0;-0,3;1,1;237;349;3,9;0,1;15.9;0,1
02.01.2024 00:00;19.9;0.6;12.1;75.1;16,7;0,8;0;0;0;0;-0,3;1,1;237;90;4,1;0,6;13.9;0,1
02.01.2024 01:00;17.1;0.9;10.6;72.6;16,9;1,5;0;0;0;0;-0,6;1;238;90;4,9;1;14.3;0,1
02.01.2024 02:00;14.9;0.8;13.6;72.3;14,2;1,3;0;0;0;0;-1;1,1;233;69;6,4;1,5;11.7;0,1
02.01.2024 03:00;15.4;0.8;11.5;72.4;10,4;1,8;0;0;0;0;-1;1,6;240;0;7,1;0;8.5;0,1
02.01.2024 04:00;13.6;0.6;8.2;75.4;9,7;0,8;0;0;0;0;-1,1;2,3;237;198;7,2;0,9;7.8;0,1
02.01.2024 05:00;16.9;0.5;6.4;76.4;10,1;0,6;0;0;0;0;-1,3;2,4;244;160;5,5;0,2;8.2;0,1
02.01.2024 06:00;17.3;0.6;5.7;75.1;9,2;0,5;0;1,6;0;0;-1,2;1,4;239;115;7,6;0,3;7.5;0,1
02.01.2024 07:00;13.5;0.5;5.4;77.4;10,4;0,2;0;2,2;0;0;-1,5;1;228;86;9,6;0,7;7.2;0,1
02.01.2024 08:00;18.5;0.4;2.5;78.5;8,3;0,2;0;0,9;0;0;-1,2;1,2;227;192;9,8;0,2;6.5;0,2
02.01.2024 09:00;20.2;0.5;3.2;77.1;8,3;0,3;0;0,4;18,3;0;-1,2;1,2;226;3;9,3;0,1;6.5;0,3
02.01.2024 10:00;17.4;0.7;6.4;77.1;10,9;0,1;0;0,5;88,7;13,7;-0,6;1,2;228;70;9,8;0,7;6.6;0,4
02.01.2024 11:00;24.7;0.6;8.1;77.6;10,9;0,2;0;0,6;188;55;1,6;1,6;228;200;9,2;0,6;7.0;0,7
02.01.2024 12:00;34.5;0.7;10.1;79.1;13,2;0,1;0;1;253,7;67;3,8;1,7;227;111;10;0,1;8.2;1,1
02.01.2024 13:00;28.1;0.8;22.9;80.4;10,8;0,1;0;0,8;311,5;53,2;5,4;2;234;119;9,6;0,3;6.9;0,7
02.01.2024 14:00;25.0;0.8;29.4;83.1;8,6;0,2;0;1,3;280,5;25,3;6,8;2,3;232;305;8,8;0,2;5.7;0,4
02.01.2024 15:00;23.8;0.9;29.2;84.2;7,2;0,2;0;2,1;207,7;11,7;7,3;2,5;235;213;9,1;0,9;3.9;0,4
02.01.2024 16:00;27.7;0.7;27.3;85.6;9,4;0,3;0;2,3;75,8;2,2;7,1;2,7;234;130;9,2;0,4;4.3;0,4
02.01.2024 17:00;29.6;0.8;17.4;85.0;10,9;0,5;0;3,1;11,8;0;5,5;2,7;237;255;8,4;0,9;5.0;0,3
02.01.2024 18:00;38.2;1.2;7.9;84.1;13,3;0,3;0;3;0;0;4,6;2,9;233;55;7,5;0,2;7.7;0,3
02.01.2024 19:00;41.8;1.4;3.0;83.5;14,8;0,2;0;1,1;0;0;3,5;3,2;233;100;6,9;0,7;9.9;0,5
02.01.2024 20:00;35.8;1.3;2.5;83.9;16,9;0,2;0;1,2;0;0;4,2;3,5;242;212;6,7;0,8;10.6;0,3
02.01.2024 21:00;40.5;1.2;2.7;84.9;18,2;0,3;0;0,8;0;0;4,2;3,8;235;172;8,8;1,2;13.4;0,7
02.01.2024 22:00;37.3;0.8;3.2;87.8;23,8;0,5;0;0,6;0;0;4,2;3,6;234;255;10,3;1;17.7;0,7
02.01.2024 23:00;32.2;0.9;2.6;85.8;21,8;0,6;0;0,8;0;0;4,1;3,6;238;39;9;0,5;16.7;0,6
03.01.2024 00:00;30.4;0.9;2.9;84.5;23;0,7;0;0,6;0;0;4,1;4;236;231;8,1;0,4;18.1;0,6
03.01.2024 01:00;28.4;0.9;2.8;81.7;25,6;0,9;0;1,3;0;0;4;4;232;204;8,1;1,1;19.3;0,6
03.01.2024 02:00;26.9;0.9;2.2;78.3;24,8;0,8;0;0,5;0;0;4;4,1;235;341;7,1;1;18.5;0,5
03.01.2024 03:00;28.2;0.9;2.0;78.5;22,6;1,1;0;1,1;0;0;4,2;4,4;239;102;7,1;0,2;17.1;0,3
03.01.2024 04:00;27.8;0.8;2.0;78.2;21,9;1,4;0;0,9;0;0;4;4,5;236;165;7,2;0,5;16.9;0,4
03.01.2024 05:00;27.4;0.7;1.9;78.1;21,8;1,2;0;0,3;0;0;3;4,5;246;97;6,6;0,8;17.0;0,4
03.01.2024 06:00;22.6;0.7;1.4;80.2;20,5;2,1;0;0;0;0;1,3;4;237;248;6,1;0,8;15.7;0,2
03.01.2024 07:00;23.5;0.6;1.2;81.7;18;2,3;0;0,1;0;0;0,6;3,6;246;154;5,6;0,7;13.7;0,4
03.01.2024 08:00;20.6;0.8;1.0;80.5;16,6;1,9;0;0;0;0;-0,3;3,5;239;26;5,2;0,9;12.8;0,2
03.01.2024 09:00;19.2;0.6;2.0;82.3;15,4;2,7;0;0;11,2;6,3;-0,3;4;245;49;5,7;1,2;10.6;0,4
03.01.2024 10:00;24.9;0.6;3.8;83.4;13,6;3,1;0;0;29,5;33,5;0,3;4,3;236;129;6,5;0,8;8.4;0,6
03.01.2024 11:00;27.9;0.6;11.4;84.3;11,9;2,5;0;0;221,2;83,5;3;4,9;233;65;6,3;1,1;7.6;0,8
03.01.2024 12:00;29.5;0.7;20.3;83.5;13,8;2;0;0;333;99;5,4;5,5;232;171;5,8;0,7;9.5;0,8
03.01.2024 13:00;15.9;0.8;36.0;82.0;5;1,7;0;0;358,8;114,7;7,5;6,1;239;200;4,5;1,2;3.4;0,4
03.01.2024 14:00;16.1;1.1;40.4;78.0;4,8;2;0;0;331,5;152,2;8,6;6;239;173;6;1;3.0;0,4
03.01.2024 15:00;19.4;1.4;37.2;78.3;6,5;2,1;0;0;242,3;150;8,5;6;237;261;7,1;0,7;3.2;0,4
03.01.2024 16:00;34.7;1.4;18.8;81.1;8,8;2,8;0;0;28,3;67,3;5,6;5,9;239;115;6,2;0,3;5.1;0,5
03.01.2024 17:00;49.1;1.6;4.4;81.0;12,7;2,7;0;0;9,5;16,2;4,2;5,9;240;250;7,8;0,4;7.4;0,6
03.01.2024 18:00;43.4;1.4;2.3;81.9;16;2,3;0;0;0;0;2,3;5,1;238;71;8;0,8;10.0;0,8
03.01.2024 19:00;40.4;1.1;5.2;82.0;17,1;1,6;0;1,3;0;0;3,8;3,4;233;79;6,8;1,7;10.8;0,6
03.01.2024 20:00;37.9;0.6;3.3;86.8;15,5;3;0;0;0;0;1,8;3,6;236;140;6,1;0,9;10.3;0,3
03.01.2024 21:00;38.2;0.5;2.7;87.8;17;1,9;0;0,5;0;0;1,2;2,6;232;139;5,1;0,8;12.2;0,3
03.01.2024 22:00;38.4;0.4;2.6;86.3;18,7;1,9;0;0,2;0;0;0,6;2,8;235;40;4,2;1,6;14.5;0,4
03.01.2024 23:00;33.4;0.4;3.4;84.4;18,9;0,8;0;0,5;0;0;1,3;2,3;225;67;4,7;0,5;14.5;0,3
04.01.2024 00:00;30.4;0.3;2.0;84.2;18,7;1,3;0;0,5;0;0;0,5;2,1;234;125;4,6;0,8;14.4;0,3
04.01.2024 01:00;28.3;0.3;1.9;83.7;18,6;2;0;0,3;0;0;1,2;2,3;226;128;3,8;1,5;15.0;0,2
04.01.2024 02:00;28.7;0.3;2.5;84.4;18,1;2,5;0;0,6;0;0;0,7;2,4;226;316;4,3;0,8;14.7;0,3
04.01.2024 03:00;25.2;0.3;2.9;84.9;17;3;0;0,1;0;0;0,3;2,3;236;225;5,4;0,9;13.1;0,2
04.01.2024 04:00;27.0;0.3;6.2;84.6;13,9;3,5;0;0;0;0;0,8;2,3;244;115;6,9;1;11.0;0,3
04.01.2024 05:00;25.1;0.3;5.9;82.5;10,9;2,1;0;0,6;0;0;0;2,1;231;178;4,2;1,1;8.7;0,2
04.01.2024 06:00;26.5;0.4;3.9;81.8;10;3,6;0;0;0;0;-0,4;2,2;199;183;3,4;0,7;7.6;0,2
04.01.2024 07:00;27.1;0.5;2.0;80.1;10,2;4,1;0;0;0;0;-0,8;2;224;246;2,3;0,3;7.1;0,3
04.01.2024 08:00;30.6;0.6;0.7;78.4;9,7;2,2;0;0;0;0;-0,7;1,7;218;196;2,2;0,6;6.7;0,4
04.01.2024 09:00;26.1;0.8;2.9;77.6;8,8;1,1;0;0;10,8;0,7;-0,9;1,6;238;191;4,6;0,1;6.5;0,3
04.01.2024 10:00;21.7;0.5;5.1;80.9;9,9;3,9;0;0;28;13;-0,6;2;232;228;4;0,9;6.5;0,4
04.01.2024 11:00;26.5;1.2;17.3;79.0;12,8;3,1;0;0,1;225,7;41,3;4,2;1,8;233;109;5;0,8;6.7;0,7
04.01.2024 12:00;20.2;1.2;36.6;78.9;4,7;1,8;0;0,1;334,2;104,5;8,4;2,1;237;104;4,9;1,5;3.1;0,5
04.01.2024 13:00;14.7;1.3;44.3;78.3;5,1;2,4;0;0;356,8;160;9,7;2,3;251;245;4;1,9;3.2;0,4
04.01.2024 14:00;14.2;0.6;44.4;80.1;4,5;3;0;0;337,3;228,7;10;3,1;242;247;4,2;2,1;2.5;0,3
04.01.2024 15:00;11.2;0.7;50.6;79.9;3,5;4,1;0;0;248;158,8;10,1;3,3;251;184;3,5;1,5;1.7;0,2
04.01.2024 16:00;35.0;0.8;28.1;80.2;5,1;4,3;0;0;29,5;105,3;8;3,4;257;132;2,4;1,1;2.7;0,3
04.01.2024 17:00;46.4;1.1;8.8;79.6;7,8;3,7;0;0;14,2;19,8;4,8;3,1;261;201;3;0,9;4.4;0,3
04.01.2024 18:00;49.7;1.0;3.3;80.6;15,1;2,7;0;0;0;0;3,6;2,9;239;179;3,4;0,3;8.3;0,3
04.01.2024 19:00;43.9;0.8;4.7;82.9;15,1;2,2;0;0;0;0;2,1;3,2;236;39;1,3;0,3;8.6;0,2
04.01.2024 20:00;47.8;1.4;3.9;80.3;19,8;2,6;0;0;0;0;2,2;3;187;179;1,1;0,5;14.2;0,6
04.01.2024 21:00;44.2;1.3;3.6;80.3;21,3;3,9;0;0;0;0;2,1;3,1;208;215;2;0,2;15.2;0,4
04.01.2024 22:00;43.4;2.4;2.2;75.4;19,6;5;0;0;0;0;1;2,1;178;1;1,5;0,5;15.3;0,5
04.01.2024 23:00;38.0;4.1;3.2;70.0;21,7;6,4;0;0;0;0;0,5;1,8;226;0;0,7;0;17.3;0,3
05.01.2024 00:00;32.3;3.2;5.5;69.6;19;4,2;0;0;0;0;-0,1;1,6;234;340;1,7;0,3;14.8;0,2
05.01.2024 01:00;28.5;3.7;6.8;68.9;17,5;4,7;0;0;0;0;-0,2;2,1;256;221;1,7;0,5;13.8;0,1
05.01.2024 02:00;28.4;4.0;5.1;66.4;18,9;5,2;0;0;0;0;-0,3;1,8;287;141;1,5;0,7;15.9;0,2
05.01.2024 03:00;28.2;4.1;6.4;64.2;18;4,9;0;0;0;0;0,7;1,5;261;66;1,7;0,9;14.8;0,2
05.01.2024 04:00;21.0;2.7;7.3;70.1;16;5,3;0;0;0;0;1,1;2,6;262;354;3,8;0,1;13.0;0,1
05.01.2024 05:00;21.3;2.0;6.8;71.1;11,9;4,5;0;0;0;0;1;2,7;250;307;2,6;0,9;9.6;0,2
05.01.2024 06:00;27.4;1.6;4.6;70.0;11,5;4,2;0;0;0;0;1,8;2,7;252;32;1,4;0,7;8.9;0,2
05.01.2024 07:00;27.3;1.3;3.2;71.8;10,3;3,5;0;0;0;0;1,6;3,1;243;257;2,1;0,7;7.7;0,2
05.01.2024 08:00;28.6;1.5;1.7;70.4;10,8;3,7;0;0;0;0;1,9;2,9;238;56;1,2;1,5;7.9;0,3
05.01.2024 09:00;31.5;2.2;2.0;65.6;10,9;4,9;0;0;14;2,2;2,5;2,6;229;291;1,4;1,1;7.3;0,4
05.01.2024 10:00;23.4;1.6;15.2;70.0;10;4,2;0;0,1;22,7;8,8;4,6;3;223;132;2,7;0,9;7.0;0,3
05.01.2024 11:00;20.8;1.9;18.2;69.1;9,2;3,5;0,9;0,8;21,2;18,3;4,6;2,3;256;85;1,8;0,7;7.0;0,3
05.01.2024 12:00;26.0;1.8;13.9;70.6;14,4;2,7;1,8;0,7;24,5;24,7;4,6;1,4;241;96;1,7;1,7;10.5;0,3
05.01.2024 13:00;17.6;2.4;31.6;68.1;8,5;2,4;1,9;0,8;31,2;27,8;4,2;0,9;275;97;1,5;1,2;6.2;0,2
05.01.2024 14:00;13.1;2.7;39.5;65.1;5,9;2,3;2,4;0,7;21,8;43,2;3,7;0,7;274;90;1,4;1,7;4.4;0,1
05.01.2024 15:00;12.8;2.5;42.0;64.5;4,5;1;2,3;1,1;19,7;26,3;3,2;0,6;300;83;1,1;1,9;3.4;0,1
05.01.2024 16:00;18.5;2.7;35.0;62.6;5;0,9;2,5;0,4;6,2;18,5;2,7;0,4;308;71;0,7;0,7;3.5;0,1
05.01.2024 17:00;22.7;5.1;28.6;61.0;7,7;1;2,4;0,1;0,5;3,2;2,3;0,5;109;72;1,4;1,6;6.0;0,1
05.01.2024 18:00;24.3;5.3;24.8;52.6;8,7;1,6;3,4;0;0;0;2;0,4;303;72;0,8;1;6.9;0,1
05.01.2024 19:00;31.5;2.1;14.9;73.6;11,3;1,6;3,3;0;0;0;1,9;0,7;349;80;1,3;1,1;9.4;0,1
05.01.2024 20:00;27.5;1.8;17.8;76.8;12,9;1,9;4,2;0;0;0;1,6;0,8;315;87;0,9;1,4;10.8;0,1
05.01.2024 21:00;23.0;1.9;22.4;75.7;12,7;2,6;4,6;0;0;0;1,5;0,8;344;79;1,3;2,2;10.5;0,1
05.01.2024 22:00;18.9;1.3;28.3;75.6;9,3;2,2;4,3;0,1;0;0;1,4;0,7;347;84;2,2;2,6;7.7;0,1
05.01.2024 23:00;14.1;1.1;34.3;80.7;8;2;4,8;0;0;0;1,4;0,4;352;75;2,2;1,8;6.6;0,1
06.01.2024 00:00;12.6;0.9;34.5;77.9;7,7;1,3;4,3;0;0;0;1,4;0,4;338;87;1,7;1,7;6.5;0,1
06.01.2024 01:00;11.1;1.2;37.4;72.9;8,2;1,2;2,6;0;0;0;1,7;0,2;352;89;2;2;5.5;0,1
06.01.2024 02:00;11.5;0.9;35.5;75.8;6,1;2,9;1,4;0;0;0;1,8;-0,3;347;73;1,1;1,5;4.0;0
06.01.2024 03:00;12.1;1.2;31.6;74.4;6,5;3,6;0,3;0;0;0;1,9;-0,6;336;78;1,6;1,1;4.3;0,1
06.01.2024 04:00;12.3;1.3;28.2;71.5;7,2;2,9;0;0,1;0;0;2;-0,8;321;93;1;1;4.8;0,1
06.01.2024 05:00;13.1;1.5;26.3;69.9;5,6;2,2;0;0,2;0;0;2,3;-1,2;334;41;1,7;1;3.7;0,1
06.01.2024 06:00;14.6;1.5;21.5;69.6;8,6;3,1;0;0;0;0;2,1;-1,3;325;120;2;0,6;5.5;0,1
06.01.2024 07:00;15.5;1.6;20.4;69.6;7,3;3,6;0;0;0;0;2,3;-1,3;329;256;1,3;0,7;4.8;0,1
06.01.2024 08:00;17.1;1.4;16.8;69.7;8,2;3,8;0;0;0;0;2;-1,3;333;17;1,8;1,2;5.0;0,1
06.01.2024 09:00;16.4;1.6;15.8;70.2;9,3;3,9;0;0;14,7;3,3;2;-1,2;345;156;1,8;0,6;4.8;0,1
06.01.2024 10:00;13.7;1.5;17.1;69.8;8,5;3,4;0;0;47,5;41,5;2,8;-1,3;339;63;2,2;0,6;4.2;0,2
06.01.2024 11:00;12.3;1.2;24.0;72.2;8;2,7;0;0;82,7;111;4,9;-1,3;339;33;1,6;1,3;4.4;0,2
06.01.2024 12:00;9.7;1.4;39.3;70.0;4,3;2,8;0;0;96,7;195;7,1;-0,9;343;97;2,1;1,6;2.1;0,2
06.01.2024 13:00;7.6;1.3;38.1;67.7;4,1;2,3;0;0;161,3;272,8;8,3;-0,6;326;1;2,3;0,4;2.4;0,2
06.01.2024 14:00;5.9;1.5;48.9;67.6;4,1;1,7;0;0;125,8;162,8;9,8;-0,9;337;31;2,1;0,9;2.2;0,2
06.01.2024 15:00;5.4;1.3;49.0;68.6;5;1,7;0;0;76,2;126,7;10;-1,2;336;349;1,6;0,9;2.6;0,1
06.01.2024 16:00;5.2;1.5;53.7;69.6;4,2;1,9;0;0;48,5;62,5;11,4;-1,4;343;69;2,5;5,2;2.2;0,1
06.01.2024 17:00;4.8;1.4;60.9;68.0;2,1;1,8;0;0;12,3;14,3;11,2;-1,7;334;41;1,9;3,3;0.7;0
06.01.2024 18:00;4.6;1.8;60.2;65.2;2,3;3;0;0;0;0;11,1;-1,9;337;47;1,9;3,2;1.1;0
06.01.2024 19:00;4.4;2.1;59.6;62.6;3,2;4,1;0;0;0;0;10,5;-1,8;343;46;2,4;1,9;1.4;0,1
06.01.2024 20:00;4.1;2.6;61.1;58.4;2,2;4,4;0;0;0;0;10,1;-1,8;338;39;1,7;1,3;1.1;0
06.01.2024 21:00;3.9;2.4;63.0;56.4;3,4;3,4;0;0;0;0;10,1;-1,7;336;65;1,6;2,9;1.3;0
06.01.2024 22:00;3.9;2.3;60.4;52.6;2,8;1,9;0;0,1;0;0;9,7;-1,7;335;79;1,8;6,5;1.4;0
06.01.2024 23:00;3.6;2.0;66.4;51.3;1,2;1,9;0;0,2;0;0;10,8;-1,8;339;87;1,5;7,6;0.4;0
07.01.2024 00:00;3.3;2.7;67.1;46.8;0,9;0,8;0;0,2;0;0;10,8;-1,6;352;74;2,6;5,5;0.3;0
07.01.2024 01:00;3.1;2.7;62.3;45.5;1,9;0,8;0;0,2;0;0;9,1;-1,5;348;57;3,6;1,7;0.5;0
07.01.2024 02:00;3.1;2.9;60.5;47.4;1,5;2;0;0,1;0;0;9,1;-1,5;2;54;3,1;2,9;0.5;0,1
07.01.2024 03:00;3.0;3.3;57.5;44.2;1,8;1,3;0;0,2;0;0;8,7;-1,5;356;35;3,3;1,5;0.5;0
07.01.2024 04:00;3.0;3.3;57.4;42.1;1,3;0,6;0;0,1;0;0;9,2;-1,5;354;52;3,5;3,2;0.3;0,1
07.01.2024 05:00;3.2;3.6;59.4;39.3;0,5;0,6;0;0,1;0;0;10,5;-1,5;358;61;4,2;3,6;0.2;0
07.01.2024 06:00;2.9;4.6;63.3;35.2;1;0,6;0;0,1;0;0;10,9;-1,5;355;84;4;6,5;0.2;0
07.01.2024 07:00;2.8;5.5;65.1;32.1;0,7;0,5;0;0;0;0;11,1;-1,5;2;89;3,9;6,1;0.1;0,1
07.01.2024 08:00;3.0;5.3;65.6;34.4;0,9;0,7;0;0;0;0;10,9;-1,7;350;75;1,8;5,4;0.2;0
07.01.2024 09:00;3.0;5.6;68.1;36.3;2,3;0,5;0;0;14,5;5,3;10,9;-1,7;2;84;2,6;6,7;0.3;0
07.01.2024 10:00;4.0;6.3;68.9;29.4;2,2;0,4;0;0;53,3;53,3;11,4;-1,4;357;85;4;6,7;0.2;0,1
07.01.2024 11:00;2.5;5.9;70.1;25.2;2,1;0,5;0;0;138,3;134,5;11,9;-1,3;5;90;3,4;6,7;0.3;0,1
07.01.2024 12:00;2.8;4.8;69.1;29.2;1,4;0,7;0;0;132;153,8;12,2;-1;15;86;3;5,6;0.3;0,1
07.01.2024 13:00;2.8;6.0;70.1;23.6;1,4;0,5;0;0;141,2;115,5;12,6;-1,1;109;91;0,3;6,3;0.3;0,2
07.01.2024 14:00;2.5;6.5;70.7;23.9;1,6;0,7;0;0;167,7;113,8;12,8;-1,3;357;87;2,2;7,3;0.3;0,2
07.01.2024 15:00;3.0;6.7;67.9;25.3;1,6;0,7;0;0;95,3;98;12,5;-1,1;3;86;3,3;7,8;0.3;0,2
07.01.2024 16:00;3.7;7.1;62.3;27.1;1,8;1,2;0;0;33,8;70,2;12,1;-1,4;2;81;4,1;8,5;0.5;0,2
07.01.2024 17:00;3.9;7.4;58.3;35.2;2,5;1,6;0;0;10,3;14,5;11,4;-1,8;360;103;4,3;7,6;0.6;0,3
07.01.2024 18:00;4.6;6.8;56.9;40.4;3;3,3;0;0;0;0;11,1;-2,1;360;87;4,5;7,2;0.8;0,4
07.01.2024 19:00;4.8;5.7;55.3;44.6;2,3;2,3;0;0;0;0;11;-2,3;31;89;2,3;7,5;0.7;0,4
07.01.2024 20:00;4.6;5.0;53.7;43.6;2,4;1,5;0;0;0;0;11;-2,9;56;75;3,5;7,1;0.7;0,4
07.01.2024 21:00;4.8;5.0;52.8;42.9;1,5;0,8;0;0;0;0;10,6;-3,1;57;75;3,4;7,2;0.6;0,4
07.01.2024 22:00;5.0;5.0;51.2;42.2;2,1;1,1;0;0;0;0;10,6;-3,6;57;94;4,6;6,4;0.6;0,3
07.01.2024 23:00;4.6;4.8;52.6;42.7;1,7;1,1;0;0;0;0;10,7;-4;52;75;5,4;7,1;0.6;0,3
08.01.2024 00:00;4.3;4.7;52.5;41.8;1,2;2,5;0;0;0;0;10,2;-4,3;63;82;4,3;7,5;0.4;0,4
08.01.2024 01:00;4.5;4.7;49.4;42.5;0,8;1,6;0;0,1;0;0;9,9;-4,6;62;84;4,5;5,9;0.4;0,4
08.01.2024 02:00;4.5;4.8;46.5;45.2;1,1;1,2;0;0,1;0;0;9,6;-5;62;76;4,7;7,2;0.4;0,3
08.01.2024 03:00;4.6;4.5;45.3;47.4;1,1;1,4;0;0;0;0;9,5;-5,3;70;85;4,5;5,7;0.3;0,3
08.01.2024 04:00;4.5;4.3;43.9;48.0;1;1,3;0;0;0;0;9,1;-5,5;68;21;5,3;0,9;0.3;0,3
08.01.2024 05:00;4.6;3.8;42.0;50.0;1;1,3;0;0;0;0;8,7;-5,8;68;51;5,2;1,4;0.4;0,3
08.01.2024 06:00;4.4;3.6;39.8;51.5;1,7;1,6;0;0;0;0;7,7;-6,1;61;277;5,8;0,7;0.6;0,4
08.01.2024 07:00;5.4;3.4;34.0;53.2;2,5;2,8;0;0;0;0;6,3;-6,5;65;54;5,4;1,4;0.7;0,3
08.01.2024 08:00;8.8;3.6;29.8;54.3;3,1;2;0;0,2;0;0;6,9;-7;77;96;4,5;0,3;1.0;0,3
08.01.2024 09:00;7.6;3.9;26.9;53.9;5,8;2,2;0;0;19,3;4,7;6,2;-7,3;76;315;4,5;0,2;1.3;0,3
08.01.2024 10:00;11.9;5.3;26.1;51.9;6,1;3,2;0;0;62,5;24,3;7,4;-7,3;95;348;4;0,6;1.4;0,3
08.01.2024 11:00;18.0;5.8;20.2;52.9;5,9;3,2;0;0,1;72,8;51;8,1;-7,3;89;297;4;0,4;2.1;0,4
08.01.2024 12:00;20.3;5.6;19.2;54.2;7,8;3,3;0;0;82,3;72,2;8,3;-7,6;90;0;3,4;0;2.4;0,4
08.01.2024 13:00;16.7;5.8;23.0;54.7;6,8;4,3;0;0;77,3;68,7;8,5;-7,8;85;216;2,8;0,9;2.1;0,3
08.01.2024 14:00;14.0;5.9;24.8;54.8;8,1;6;0;0;68;37,2;8,7;-8;98;260;3,7;0,9;2.3;0,3
08.01.2024 15:00;14.1;6.0;25.7;55.4;6,9;6,4;0;0;60,2;24;8,7;-8;85;349;4,5;0,6;2.3;0,3
08.01.2024 16:00;16.3;6.7;26.0;54.5;5,4;7,5;0;0;41,3;10,2;8,6;-8,1;85;0;4,1;0;2.4;0,5
08.01.2024 17:00;18.3;7.3;18.7;53.3;7;8,5;0;0;8,3;0;7,6;-8,1;90;16;4;0,3;3.3;0,3
08.01.2024 18:00;27.8;6.3;8.0;53.8;10,1;8,2;0;0;0;0;6,7;-8;93;85;5,7;0,7;4.0;0,4
08.01.2024 19:00;30.4;6.5;2.1;53.5;23,3;7,4;0;0;0;0;5,8;-7,9;85;41;6,5;0,7;7.8;0,5
08.01.2024 20:00;29.3;7.1;2.5;52.9;15,5;7,4;0;0;0;0;5,7;-7,8;91;175;7,2;0,1;7.0;0,5
08.01.2024 21:00;30.6;7.4;3.4;51.9;17,2;7,6;0;0;0;0;5,5;-7,7;92;246;6,6;0,1;8.6;0,4
08.01.2024 22:00;27.0;7.4;3.2;50.5;18,4;7,8;0;0;0;0;5,5;-7,6;89;227;6,2;1;8.7;0,4
08.01.2024 23:00;29.1;7.6;7.0;49.7;21,5;9,4;0;0;0;0;6,9;-7,6;91;253;6;1,4;11.8;0,4
09.01.2024 00:00;24.7;7.7;6.8;49.0;19,5;9,8;0;0;0;0;5,9;-7,5;90;11;5,7;0,3;12.3;0,3
