TIME;NO2MAG;NO2CHA;O3MAG;O3CHA;PM10MAG;PM10CHA;PRECMAG;PRECCHA;RADMAG;RADCHA;TEMPMAG;TEMPCHA;WINDDIRCHA;WINDDIRMAG;WINDSPECHA;WINDSPEMAG;PM2.5MAG;SO2MAG
30.05.2024 13:00;3.7;0.9;88.4;60.1;9,1;0,8;0;0;249,5;228,5;18,4;10,8;227;272;2;3,7;8.0;0,2
30.05.2024 14:00;3.5;1.1;90.1;58.7;6,3;0,8;0,1;1,9;494,2;196,3;19,3;10,4;17;320;1,4;3,3;5.2;0,2
30.05.2024 15:00;3.6;0.8;91.5;63.4;6,9;0,4;0;0,7;370,2;346,3;19,5;9,7;277;280;2,8;2,8;6.2;0,2
30.05.2024 16:00;2.7;1.1;96.8;68.0;5,6;0,6;0;0;418,3;179,8;20,1;9,9;263;268;2,7;3,5;5.2;0,1
30.05.2024 17:00;3.7;1.1;90.8;71.5;8,9;1,1;0;0;359,5;146,3;19,6;9,9;270;282;3,9;3,6;7.6;0,1
30.05.2024 18:00;4.0;0.9;90.6;75.7;8,7;2,2;0;0;174,5;347,3;19,2;10,3;262;268;3;3,8;7.8;0,1
30.05.2024 19:00;4.5;0.9;86.9;75.8;8,5;1,9;0;0;163,3;223,2;18,8;9,6;246;265;1,7;2,8;7.7;0,1
30.05.2024 20:00;6.7;0.9;79.5;88.1;8,4;2,2;0;0;37,8;18,7;17,9;6,9;272;249;2,7;2,7;7.2;0
30.05.2024 21:00;6.8;0.9;75.2;86.4;8;2;0;0;0,5;0;17,3;6,9;345;270;4,7;2,6;6.9;0
30.05.2024 22:00;7.1;0.9;70.4;85.1;9,6;1,6;0,6;2,1;0;0;16,8;6,3;337;277;2,5;1,4;8.0;0
30.05.2024 23:00;6.6;0.8;62.4;90.7;10,9;0,6;2,4;0,8;0;0;16,2;5,6;305;89;1,2;6,1;8.9;0
31.05.2024 00:00;2.5;0.9;67.3;89.8;6,2;0,7;1,6;1,9;0;0;15,4;5,2;330;101;2,4;4,3;2.1;0
31.05.2024 01:00;2.1;0.6;61.1;94.5;5,8;0,6;0,2;0;0;0;14,9;5;319;99;2;3,8;1.7;0
31.05.2024 02:00;1.9;0.7;56.0;91.5;4,8;0,7;0,6;0;0;0;14,4;4,9;286;120;1,5;5,8;1.3;0,1
31.05.2024 03:00;2.1;0.7;55.1;90.3;2,9;0,6;0,1;0;0;0;13,9;4,9;263;115;1,4;7,6;0.8;0,1
31.05.2024 04:00;2.2;0.7;58.3;84.5;2,9;0,4;0;0,3;0;0;13,9;4,6;339;108;0,8;4,1;0.8;0,1
31.05.2024 05:00;2.2;0.8;57.4;82.0;3,4;0,3;0,7;0,5;0;0;13,7;4,5;268;77;1,3;3,5;0.9;0,4
31.05.2024 06:00;2.8;1.1;65.3;82.9;2,9;0,5;0;0;4,5;10,2;13,3;4,4;299;75;0,9;5;0.7;0,2
31.05.2024 07:00;6.6;1.5;63.5;82.6;2,3;0,4;0,1;0;46;36,7;13,2;4,7;279;76;0,9;1,9;0.6;0,2
31.05.2024 08:00;4.7;2.0;63.3;79.0;2,7;0,5;0;0,1;119,2;90;13,8;5,2;286;103;1,5;2,1;0.7;0,1
31.05.2024 09:00;6.3;2.1;60.6;74.9;2,7;0,4;0;0,3;150,3;116;14,6;5,5;270;110;1,7;1,2;0.7;0,3
31.05.2024 10:00;4.2;1.7;61.8;74.8;3,7;0,3;0;0;197;117;15,8;5,7;300;338;0,8;1;0.8;0,3
31.05.2024 11:00;4.3;1.4;62.5;72.7;3,4;0,2;0;0,6;293,8;123,8;16,8;5,8;277;268;1,9;2,7;0.9;0,2
31.05.2024 12:00;4.3;1.3;68.8;73.4;3,2;0,6;0;0,3;263;86,3;16,7;6;263;241;1,2;1,2;0.9;0,2
31.05.2024 13:00;3.4;1.3;71.1;77.9;2,6;1,9;0;0;310,5;134;16,8;6,6;271;260;1,4;2,1;0.7;0,2
31.05.2024 14:00;3.4;1.5;73.6;76.3;2,8;1,3;0;1,1;309;188,3;17,3;7,1;283;263;0,8;1,9;0.8;0,2
31.05.2024 15:00;4.0;1.3;76.1;77.6;3;1,6;0;0;280,7;263,5;17,7;7,9;333;257;0,7;1,8;0.9;0,2
31.05.2024 16:00;3.2;1.4;77.3;80.5;2,8;1,5;0;0,9;196,5;181;17,5;7,8;290;301;1,4;1,1;0.8;0,1
31.05.2024 17:00;4.0;1.5;75.6;78.7;3,4;0,9;0;0,8;154,5;174,7;17,3;7,8;21;261;0,7;2;0.9;0,2
31.05.2024 18:00;5.5;2.2;68.5;73.1;3,2;1;0;0,3;182,2;61,7;17,6;7,7;231;267;1,1;0,8;1.1;0,2
31.05.2024 19:00;7.3;2.0;55.9;70.1;3,9;1,2;0;0,5;64,7;40,2;17;7,7;271;274;1,9;0,4;1.5;0,2
31.05.2024 20:00;6.4;1.0;43.6;82.3;4,8;0,6;0;0,1;17,5;26;15,4;6,7;308;162;1,1;0,4;1.6;0,1
31.05.2024 21:00;5.1;0.9;33.1;84.7;5,3;0,6;0;0;0,2;7;13,1;6,6;288;36;1,2;0,3;1.7;0,1
31.05.2024 22:00;4.5;1.0;36.5;81.6;5,3;0,9;0;0;0;0;11,8;6,6;291;271;1,2;0,4;1.5;0,1
31.05.2024 23:00;5.8;0.9;34.7;81.4;4,8;0,8;0;0;0;0;11,6;6,8;6;52;0,5;0,4;1.5;0,2
01.06.2024 00:00;7.5;0.8;24.6;79.3;5,9;0,7;0;0;0;0;10,9;6,7;322;50;1,3;0,6;1.9;0,2
01.06.2024 01:00;6.8;0.9;32.4;77.5;6,1;0,9;0;0;0;0;11,2;6,6;308;129;0,7;0,4;1.8;0,2
01.06.2024 02:00;5.2;0.8;27.4;74.6;7,1;0,9;0;0,1;0;0;11,1;6,6;267;91;0,8;0,7;2.0;0,2
01.06.2024 03:00;7.1;0.7;37.7;73.1;3,9;0,7;0;0,4;0;0;12,4;6,6;270;90;1,2;0,9;1.1;0,3
01.06.2024 04:00;4.9;0.7;51.1;71.9;2,5;0,3;0;0;0;0;13,4;6,6;315;61;0,7;3;0.6;0,3
01.06.2024 05:00;3.2;0.7;56.7;70.4;2,7;0,9;0;0;2,2;0;13,7;6,7;295;52;0,8;2,1;0.6;0,2
01.06.2024 06:00;3.0;1.0;53.1;69.1;3,1;1,1;0;0,6;78,5;4;13,2;6,8;331;52;0,6;2,3;0.6;0,3
01.06.2024 07:00;3.0;0.9;52.1;67.4;3;0,9;0;0,2;184,8;29,5;14,6;6,9;267;70;0,4;1,7;0.7;0,3
01.06.2024 08:00;2.7;1.1;50.0;66.2;2,6;1,7;0;0;174;124;15,4;7,5;295;19;0,8;1,6;0.6;0,3
01.06.2024 09:00;3.2;1.1;58.9;67.6;3,3;2,2;0;0;553,5;272,7;18,1;8,1;351;37;1,4;1,4;0.6;0,4
01.06.2024 10:00;2.6;1.2;73.7;75.0;2,2;1,9;0;0;778,2;352,2;20,3;8,9;350;327;1,1;1;0.5;0,4
01.06.2024 11:00;2.4;1.0;81.8;70.0;1,5;2;0;0;861,5;325,8;22,7;9;318;275;1,6;1,6;0.4;0,5
01.06.2024 12:00;2.3;1.1;85.5;77.5;1,7;2,1;0;0;878,7;645,7;22,9;10,6;346;272;1,7;3,7;0.4;0,4
01.06.2024 13:00;1.7;1.2;90.5;83.4;1,8;2,2;0;0;985,8;352;23,5;10,5;347;255;1,2;3,8;0.4;0,3
01.06.2024 14:00;2.2;1.6;98.1;76.1;2,4;2,9;0;0;970,5;142,3;24,7;10,1;30;297;0,5;3,3;0.6;0,3
01.06.2024 15:00;2.6;1.7;101.5;77.0;2,4;2,8;0;0;712,3;205,8;24,9;10,3;95;274;2,2;2,8;0.7;0,3
01.06.2024 16:00;2.8;2.4;96.8;75.4;3,4;3,6;0;0;267;188,7;23,5;10,1;64;303;2,4;2;0.8;0,3
01.06.2024 17:00;3.1;1.7;94.6;77.5;4,9;3,2;0;0;208;208;21,8;10,9;358;94;1,7;3,9;0.9;0,2
01.06.2024 18:00;3.5;1.7;89.3;80.1;4,1;3,1;0;0;329;161,3;22;10,5;345;95;1,5;2,5;1.0;0,2
01.06.2024 19:00;4.5;1.6;83.7;79.0;5,1;3,4;0;0;162,8;110;22,1;9,9;338;96;1,4;1,9;1.6;0,3
01.06.2024 20:00;5.0;1.9;71.8;83.4;3,6;3,3;0;0;22,2;39;19,7;9,3;346;6;1,6;0,8;1.5;0,2
01.06.2024 21:00;3.9;1.5;67.2;88.4;3;3,3;0;0;0,3;0,5;18,7;8,8;350;55;1,9;0,7;0.9;0,2
01.06.2024 22:00;5.5;2.2;58.5;85.9;3,8;3,3;0;0;0;0;17;8,5;338;55;1,2;0,7;1.0;0,2
01.06.2024 23:00;5.0;1.6;46.9;78.1;3,5;3,3;0;0;0;0;14,4;8,5;326;356;0,8;0,5;1.1;0,1
02.06.2024 00:00;5.2;1.4;37.0;72.0;3,7;3;0;0;0;0;13,6;8,5;318;230;1,2;0,4;1.3;0,2
02.06.2024 01:00;6.5;1.4;37.9;70.3;5,2;3;0;0;0;0;12,8;8,4;307;55;1,2;0,8;1.5;0,2
02.06.2024 02:00;6.8;1.2;25.3;73.1;4,2;2,8;0;0;0;0;12,1;8,4;131;109;0,6;0,4;1.5;0,2
02.06.2024 03:00;6.2;1.4;25.1;79.4;3,9;2,5;0;0;0;0;11,9;8,3;37;335;0,9;0,8;1.5;0,2
02.06.2024 04:00;5.9;1.4;23.4;73.2;4,6;2,6;0;0;0;0;11,4;8,3;312;297;1;0,2;1.8;0,2
02.06.2024 05:00;5.6;1.4;24.6;77.5;4,4;2,5;0;0,1;3,7;0;11,1;8,6;333;15;1;0,2;1.7;0,2
02.06.2024 06:00;6.3;1.4;21.2;73.4;4,9;2,1;0;1,3;49;6;12,1;8,5;340;2;1,6;0,3;1.8;0,2
02.06.2024 07:00;5.2;1.5;22.7;72.6;6,2;1,5;0;0,5;121,5;42,7;14,3;8,7;337;326;1,3;0,2;2.0;0,4
02.06.2024 08:00;5.0;1.3;33.3;72.6;3,7;0,7;0;1,7;193,3;55,3;16,1;8,7;14;66;0,5;1,7;1.4;1,7
02.06.2024 09:00;4.2;1.4;49.9;71.5;3,5;0,6;0;1,5;359,7;68,3;18,2;8,9;254;52;0,3;1,1;1.2;2,9
02.06.2024 10:00;3.1;1.5;60.8;67.0;2,7;0,4;0;1,1;393;98,3;19,3;9,1;311;85;0,7;0,9;1.1;2,2
02.06.2024 11:00;2.3;1.4;68.8;65.9;2,4;0,2;0;0,9;573,8;198,5;20,5;9,4;337;10;0,5;0,8;1.0;1,5
02.06.2024 12:00;2.5;1.2;82.5;66.8;1,9;0,4;0;0;650;385,5;22;10,2;293;88;0,8;0,5;0.8;1
02.06.2024 13:00;2.0;1.3;88.8;62.7;1,6;0,5;0;0;516,2;254;22,7;10,4;100;7;0,9;0,4;0.6;0,7
02.06.2024 14:00;2.0;1.4;91.6;63.7;1,3;1;0;0;757,3;315;23,9;11,3;29;328;0,8;1;0.5;0,6
02.06.2024 15:00;2.2;1.4;91.2;67.6;1,9;2;0;0;516;382,2;24,4;11,6;96;275;2,1;1,3;0.6;0,5
02.06.2024 16:00;3.1;1.4;85.4;69.8;3,6;1,7;0;0,3;162,8;205,8;22,6;11,4;78;197;1,7;5,2;0.7;0,4
02.06.2024 17:00;3.1;1.4;89.6;73.0;3,5;2,1;0;0;233;278,7;21,5;12,3;92;275;1,6;2,1;0.9;0,2
02.06.2024 18:00;3.8;1.4;81.4;68.8;2,8;2;0;0;109,8;127,2;20,7;12;18;188;0,9;4,7;1.0;0,3
02.06.2024 19:00;4.1;1.6;89.4;65.2;3;2,7;0;0;25;49,3;19,5;11,8;6;201;1,4;6,2;1.4;0,2
02.06.2024 20:00;4.5;1.7;99.8;63.9;5,1;2,4;4,9;0,4;2;14,3;17;11,4;45;212;0,6;6,5;2.2;0,1
02.06.2024 21:00;3.7;1.8;97.0;66.5;3,5;2,3;0,8;0,7;0;0;15,7;11;23;273;1,1;1,7;2.0;0,1
02.06.2024 22:00;5.1;1.7;71.8;82.0;4,4;1,9;0,2;0,4;0;0;15,2;10,3;59;78;0,8;1,4;2.4;0,2
02.06.2024 23:00;7.0;1.8;62.4;82.4;5,5;2,6;0;0,1;0;0;15,1;10,1;90;45;2,1;1;2.8;0,2
03.06.2024 00:00;5.4;1.8;42.5;91.8;10,6;2,6;0,1;0;0;0;14,7;9,8;79;302;0,8;0,3;3.7;0,2
03.06.2024 01:00;5.3;1.5;44.2;89.1;8,8;2,7;0;1,1;0;0;14,4;9,7;42;128;1,6;0,2;3.3;0,1
03.06.2024 02:00;4.5;1.4;34.9;89.9;8,3;2,7;0,1;0,2;0;0;14,2;9,8;38;72;1,6;0,3;3.5;0,1
03.06.2024 03:00;4.3;1.2;30.3;86.3;7,6;2,1;0;0;0;0;14,1;9,7;320;110;1,3;0,5;3.0;0,1
03.06.2024 04:00;4.3;1.9;22.3;83.3;12,6;1,9;0,1;0,9;0;0;13,8;9,6;350;251;1,9;0,3;3.9;0,1
03.06.2024 05:00;3.4;1.6;21.8;74.2;8,9;1,8;0;0;2,5;0,2;13,3;9,6;330;342;1,6;0,4;3.0;0,1
03.06.2024 06:00;3.0;2.0;24.7;65.2;5,7;1,6;0;0;34,8;30,2;13,4;9,3;333;58;1,6;0,5;2.2;0,1
03.06.2024 07:00;4.5;1.9;34.0;64.9;7,5;1,6;0;0;145,2;80;14,4;9,4;338;290;1,4;0,2;2.5;0,2
03.06.2024 08:00;4.4;2.2;47.4;69.5;5,4;2,1;0;0;196,2;113,7;15,4;9,9;349;275;2,3;1,1;2.1;0,2
03.06.2024 09:00;4.2;1.9;51.7;62.4;4,8;1,5;0;0,1;207,2;197,8;15,9;10,1;344;234;2,1;0,5;2.1;0,2
03.06.2024 10:00;3.8;2.1;66.7;56.2;4,4;1,3;0;0,5;502,8;172,2;17,3;9,9;326;263;1,6;0,5;2.0;0,4
03.06.2024 11:00;3.4;1.7;83.4;66.5;3,7;2,6;0;0;633,5;270;18,7;10,3;320;278;1,4;1,4;2.0;0,2
03.06.2024 12:00;2.8;1.9;90.0;63.3;3,5;2,8;0;0;808,5;189,8;19,9;10,5;324;292;1,1;2;2.0;0,2
03.06.2024 13:00;2.1;2.3;93.7;67.9;2,6;3,4;0;0;876,8;138,8;20,8;10,4;341;249;1,2;3,3;1.6;0,2
03.06.2024 14:00;2.1;1.8;96.7;65.5;3,5;2,6;0;0;728,3;203;21,3;10,8;344;244;1,3;2;1.8;0,1
03.06.2024 15:00;2.4;2.3;94.7;62.7;4,1;3,6;0;0;577,7;155;21,6;10,8;354;259;2,2;2,5;1.9;0,1
03.06.2024 16:00;2.7;2.4;96.2;68.7;4,8;3,6;0;0;509;349,8;22,4;11,8;348;276;1,2;2;2.4;0,2
03.06.2024 17:00;4.3;1.6;100.8;72.5;5,1;3,8;0;0;336,7;266,3;22,5;12,1;1;234;2,1;2,5;3.1;0,2
03.06.2024 18:00;4.5;2.0;106.0;71.8;6,9;4,8;0;0;329,2;171;22;11,4;341;239;1,5;1,1;3.8;0,2
03.06.2024 19:00;3.6;1.6;106.9;72.0;5;4,5;0;0;212,5;80,5;22,5;10,8;340;267;1,5;1,1;3.3;0,2
03.06.2024 20:00;5.3;1.7;90.1;72.9;5,6;5,6;0;0;39,2;17,7;20,1;10,1;343;339;1,7;0,8;3.4;0,1
03.06.2024 21:00;5.7;1.7;55.4;74.8;5,7;5,9;0;0;1,2;0,2;17;9,7;353;66;2,5;0,7;3.5;0,1
03.06.2024 22:00;6.4;1.8;44.8;81.0;7,3;6,1;0;0;0;0;15,5;9,8;316;285;1,1;0,4;3.7;0,1
03.06.2024 23:00;6.0;1.4;45.3;85.4;7,2;5,6;0;0;0;0;14,4;9,5;345;98;1,6;0,5;3.9;0,1
04.06.2024 00:00;6.9;1.3;34.1;86.7;7,1;5,2;0;0;0;0;13,8;9,6;320;300;0,9;0,3;3.8;0,1
04.06.2024 01:00;7.4;1.2;31.6;80.3;9,8;5,7;0;0;0;0;13,1;9,5;43;80;1,1;0,2;4.3;0,1
04.06.2024 02:00;7.4;1.2;24.5;86.7;8,4;6,1;0;0;0;0;12;9,9;78;122;2,1;0,6;4.2;0,1
04.06.2024 03:00;7.7;1.4;21.7;91.6;7,8;6,9;0;0;0;0;11,7;9,5;84;335;2,2;0,1;4.0;0,1
04.06.2024 04:00;9.3;1.9;16.8;87.6;7,9;6,4;0;0;0;0;11,1;9,2;112;121;1,6;0,4;3.9;0,1
04.06.2024 05:00;5.8;3.6;18.8;67.9;7;6,6;0;0;4;0,3;10,4;8,9;96;160;3,5;0,2;3.5;0,1
04.06.2024 06:00;6.4;2.5;14.9;75.1;7,7;7,3;0;0;83,3;27,5;11,5;8,9;81;105;2,9;0,3;3.6;0,1
04.06.2024 07:00;8.7;2.1;32.0;75.6;6,2;8,6;0;0;246,5;142,2;14,4;9,7;66;56;2;1,1;3.1;0,3
04.06.2024 08:00;11.1;;44.3;72.7;7,4;8,4;0;0;417;210,7;16,4;10,4;97;343;2,6;0,4;3.1;0,4
04.06.2024 09:00;8.9;;53.5;73.5;7,4;9,7;0;0;358,5;378,5;17,8;11,1;120;255;2,7;1,5;2.8;0,5
04.06.2024 10:00;9.4;;60.2;76.9;6,1;10,6;0;0;433,8;329;18,8;11,5;132;260;1,5;2;2.6;0,4
04.06.2024 11:00;6.0;;70.3;85.1;6,2;8,6;0;0;628,8;572,8;20,7;12,8;124;272;1,7;2,8;2.7;0,3
04.06.2024 12:00;2.6;;81.9;90.4;5,9;8,2;0;0;647,8;455,5;21,5;13,2;125;266;2,4;4,4;2.7;0,2
04.06.2024 13:00;2.6;;87.7;90.7;5,4;8,3;0;0;794,7;500,8;22,7;14,1;108;293;2,4;3,4;3.0;0,2
04.06.2024 14:00;4.4;;94.7;95.6;5,8;6,8;0;0;892,3;833,2;24,2;15,5;120;260;3;4;3.1;0,2
04.06.2024 15:00;5.2;;114.2;97.2;8,3;4,7;0;0;827,2;776;24,7;15,8;122;284;1,8;4;4.9;0,3
04.06.2024 16:00;5.6;;112.3;98.3;12,2;4,7;0;0;525,5;555,3;23,4;15,8;177;190;1,7;4,7;6.0;0,2
04.06.2024 17:00;4.6;;113.8;92.0;8,4;5,6;0;0;542;476,3;23,6;16,2;231;222;0,6;4,4;5.6;0,2
04.06.2024 18:00;4.8;;115.2;81.6;8,9;6,2;0;0;398;119;23,5;14,9;346;294;1;2,9;6.3;0,2
04.06.2024 19:00;4.4;;112.0;72.7;7,9;6,5;0;0;145,8;105,2;22,3;14,1;333;254;1,2;2,7;5.3;0,1
04.06.2024 20:00;4.5;;100.2;72.8;7,3;6,9;0;0;24,2;24,7;20,1;12,9;335;295;1,4;1,1;4.2;0,1
04.06.2024 21:00;5.8;;83.5;70.6;7,8;6;0;0;0,7;1,8;18,2;12,9;333;310;1,4;1,5;4.5;0,1
04.06.2024 22:00;5.7;;77.5;71.8;8,2;6,1;0;0;0;0;18;12,7;326;318;1,1;0,9;5.4;0,1
04.06.2024 23:00;5.9;;62.0;73.7;7,6;5,8;0;0;0;0;16,9;12,5;275;29;1,1;0,4;5.4;0,1
05.06.2024 00:00;7.3;;42.7;75.3;8,7;5,8;0;0;0;0;16,1;12,5;248;28;2;0,6;5.8;0,1
05.06.2024 01:00;6.8;;42.4;86.7;8;5,8;0;0;0;0;15,6;11,7;267;132;2,3;0,7;5.7;0,1
05.06.2024 02:00;8.3;;29.4;94.7;9,3;6,7;0;0;0;0;15,6;11,4;271;254;2,2;0,1;6.4;0,1
05.06.2024 03:00;7.4;;29.4;92.9;9,7;6,8;0;0;0;0;14,7;10,9;252;167;2,5;0,2;6.5;0,1
05.06.2024 04:00;7.7;;21.1;93.1;10;6,5;0;0;0;0;14,2;10,6;253;71;1,6;0,6;6.7;0,1
05.06.2024 05:00;7.1;;23.6;88.1;10,3;6,4;0;0;4,3;3,7;13,4;10,4;258;355;1,5;1,3;6.8;0,1
05.06.2024 06:00;10.8;1.7;19.1;89.4;10,5;6,6;0;0;52,2;41,7;14,3;11,2;233;100;1,3;0,4;6.6;0,1
05.06.2024 07:00;15.5;1.6;21.1;87.3;12,3;6,6;0;0;204,8;174,8;16;12,3;260;74;1,3;0,2;7.1;0,2
05.06.2024 08:00;10.6;1.9;44.8;84.7;9,1;7,2;0;0;409;270,3;18,5;13,5;251;269;1,5;0,7;5.8;0,6
05.06.2024 09:00;5.8;2.4;63.0;84.7;8;8;0;0;566,5;600,5;20,2;15;190;257;1,6;0,5;5.3;0,6
05.06.2024 10:00;5.7;2.8;74.0;81.2;8,7;8,2;0;0;737,7;465,8;21,8;15;139;263;0,1;3,4;5.6;0,5
05.06.2024 11:00;3.4;2.5;90.9;84.5;9,6;8,7;0;0;864,5;270,5;23,1;14,2;260;269;1,2;2,9;5.1;0,2
05.06.2024 12:00;3.7;;99.0;;9,3;9,4;0;0,2;943,8;188,5;24,5;13,8;314;247;0,7;4,4;5.7;0,3
05.06.2024 13:00;4.1;2.6;104.5;83.1;10,8;8,2;0;0;958,5;472,7;24,8;15,4;269;251;1;4,8;5.7;0,2
05.06.2024 14:00;6.0;3.0;112.4;86.3;12,4;9,1;0;0;935,7;477;25,4;16,5;310;284;0,8;4,1;6.5;0,3
05.06.2024 15:00;4.3;3.2;122.1;92.7;15,7;10,3;0;0,3;685,7;518,7;25,6;16,9;216;254;1,3;4,4;7.4;0,4
05.06.2024 16:00;7.2;2.1;122.7;94.1;12,5;8,8;0;0;155;476,2;23,8;18,1;229;255;2,9;2,2;7.5;0,5
05.06.2024 17:00;5.5;2.0;128.7;95.4;12,1;7,7;0;0;523,8;204,5;25,7;17,6;243;257;2,3;2,3;7.0;0,5
05.06.2024 18:00;5.1;1.7;127.3;100.5;24,5;6,9;0;0;230,8;364,8;24,9;18,3;238;284;2,4;1,8;9.2;0,5
05.06.2024 19:00;4.5;2.0;121.0;102.4;15;7,1;0;0;179,8;186,2;24;17,1;255;269;1,3;1,5;9.3;0,3
05.06.2024 20:00;4.6;2.4;112.9;101.6;12,7;7,7;0;0;55,2;32;23,3;15,5;308;264;0,7;1,6;8.6;0,2
05.06.2024 21:00;5.2;2.3;89.5;105.7;10,2;8,8;0;0;0,8;5,8;19,6;14,9;281;306;1,9;0,4;8.0;0,2
05.06.2024 22:00;6.3;2.1;73.1;105.3;10,7;8,1;0;0;0;0;18;14,1;316;16;1,6;0,5;8.5;0,1
05.06.2024 23:00;7.2;1.8;52.8;111.4;12,5;7,5;0;0;0;0;17;14,1;271;87;1,9;0,3;9.9;0,1
06.06.2024 00:00;6.8;2.0;58.4;108.5;12,1;7,3;0;0;0;0;16,5;13,5;317;303;1,1;0,2;9.7;0,1
06.06.2024 01:00;7.8;1.6;50.8;105.5;13,8;6,9;0;0;0;0;15,6;13,3;287;352;0,4;0,4;10.8;0,1
06.06.2024 02:00;7.6;1.7;34.7;109.3;13,6;6,9;0;0;0;0;14,8;13,8;223;40;1,3;0,3;10.5;0,1
06.06.2024 03:00;7.3;1.7;35.2;106.4;12,6;7,6;0;0;0;0;14,4;13,6;257;48;1;0,3;10.4;0,1
06.06.2024 04:00;6.7;1.7;31.6;104.6;11,6;7;0;0;0;0;14,2;12,9;229;0;1,2;0;9.8;0,1
06.06.2024 05:00;5.2;2.1;35.2;104.9;10,1;7,6;0;0;4,3;0,8;13,7;12,8;256;59;0,9;0,2;9.1;0,1
06.06.2024 06:00;14.9;1.8;17.6;102.8;25,5;7,4;0;0;61;50,5;14,4;12,8;237;63;1,9;1;11.7;0,2
06.06.2024 07:00;12.5;2.1;28.2;97.6;15,7;8,8;0;0;159;213,7;16,7;13,9;256;249;1,3;0,5;10.8;0,4
06.06.2024 08:00;9.5;2.1;52.6;92.5;12,8;9,3;0;0;388,5;434,5;18,8;14,9;238;46;1,9;0,7;9.9;0,8
06.06.2024 09:00;8.8;2.4;62.2;89.5;14,2;9,9;0;0;522,8;577,3;20,7;15,9;203;20;1,9;0,2;10.2;1,9
06.06.2024 10:00;9.4;2.1;72.5;95.7;15,5;9,6;0;0;667,7;712;22,3;17,4;237;245;3,5;1,5;10.3;1,7
06.06.2024 11:00;7.0;2.1;84.9;101.1;15,2;9;0;0;732,5;845,2;23,4;18,6;230;253;3,1;3,5;10.0;1
06.06.2024 12:00;2.5;2.3;95.8;106.6;11,9;10,2;0;0;787;806,7;24,4;18,9;218;259;4,3;4,1;8.2;0,4
06.06.2024 13:00;3.5;2.5;102.8;109.6;12,6;11,3;0;0;941,7;530,3;25,4;18,7;222;253;4,5;4,6;8.6;0,4
06.06.2024 14:00;3.2;2.2;115.3;109.1;20,3;10,6;0;0;922,7;420;26,5;19;233;259;4,6;4,1;9.3;0,3
06.06.2024 15:00;5.2;2.8;123.3;108.6;14,8;11,6;0;0;833;315,2;27;18,7;226;278;5,6;4;8.7;0,3
06.06.2024 16:00;5.5;3.5;132.5;102.9;14;12,5;0;0;537;97,7;26,6;15,8;217;258;6;3;9.7;0,3
06.06.2024 17:00;5.5;3.0;131.6;103.5;15,8;9,1;0;0;286,3;148,7;25,6;14,1;219;263;6,1;2,7;9.8;0,3
06.06.2024 18:00;6.2;1.8;123.3;108.0;16,8;6,4;0;0;132,7;325,8;24,9;15,4;218;254;5,8;1,7;9.5;0,2
06.06.2024 19:00;5.3;1.9;112.2;107.9;15,4;6;0;0;71,3;166,2;23,9;13,8;217;236;4,3;3;9.4;0,2
06.06.2024 20:00;4.7;1.6;108.3;105.0;12,3;5,2;0;0;39,7;18,2;22,7;12,9;299;2;1,2;0,6;8.9;0,1
06.06.2024 21:00;6.1;1.3;87.3;106.6;12,8;5,6;0;0;0,8;0,5;21;13,1;261;11;2,5;0,5;9.1;0,1
06.06.2024 22:00;7.6;1.1;70.2;108.9;12,4;5,2;0;0;0;0;19,2;13,2;247;95;1,4;1,6;9.2;0,1
06.06.2024 23:00;9.2;1.3;49.1;104.9;13,4;5,3;0;0;0;0;18;13,1;223;288;2,5;0,6;9.8;0,2
07.06.2024 00:00;11.1;1.8;45.8;98.5;13,7;5,4;0;0;0;0;18,7;12,8;250;110;1,5;0,8;10.4;0,2
07.06.2024 01:00;10.1;2.0;40.9;93.2;12,9;6,2;0;0;0;0;18;12;255;265;1,1;0,9;10.8;0,1
07.06.2024 02:00;11.2;2.0;34.1;90.2;14,7;6,4;0;0;0;0;17,1;12,4;273;47;1,5;0,4;11.2;0,1
07.06.2024 03:00;10.3;2.1;26.1;89.1;15,3;6,3;0;0;0;0;16;12,5;244;334;2;0,4;11.5;0,1
07.06.2024 04:00;11.5;1.7;21.5;97.0;15,5;6,6;0;0;0;0;15,2;13;251;44;1,8;0,7;11.9;0
07.06.2024 05:00;8.4;1.4;23.2;97.7;12,6;6,3;0;0;5;2,7;14,7;12,9;257;32;2,4;0,9;11.0;0
07.06.2024 06:00;12.3;1.3;18.7;98.6;13,1;5,6;0;0;64,8;78,8;15,1;13,3;247;17;2,6;0,6;10.5;0,1
07.06.2024 07:00;11.6;1.6;30.2;96.8;12,9;5,3;0;0;164,5;128,7;17;13,9;229;51;2,5;0,4;9.7;0,2
07.06.2024 08:00;10.7;2.2;41.1;92.5;11,5;5,7;0;0;368,5;261,5;18,8;14,3;248;76;2,1;0,8;8.4;0,5
07.06.2024 09:00;6.7;2.3;59.9;91.5;11,5;6,9;0;0;518,5;565,8;20,9;16;243;42;1,7;0,3;7.1;0,5
07.06.2024 10:00;6.0;2.0;71.8;94.8;10,7;8,1;0;0;558,3;582,8;22,4;16,7;262;242;1,2;1,7;7.2;0,5
07.06.2024 11:00;5.6;2.3;79.4;94.7;12,6;9,1;0;0;676,5;691,3;23,8;17,2;303;279;1;3,3;7.5;0,3
